Front,Back,Left,Right,Command
55.25,19.31,46.72,24.12,front
54.81,19.45,116.69,24.09,front
54.15,20.59,45.22,23.68,front
54.01,21.47,44.93,24.46,front
53.31,21.52,113.36,25.33,front
52.82,22.15,54.16,49.4,front
53.26,22.87,50.37,23.82,front
53.14,23.51,53.02,27.69,front
52.53,25.11,52.73,50.97,front
52.33,24.62,50.76,111.98,front
50.54,25.82,1071.9,46.55,front
110.64,27.98,64.11,47.38,front
111.2,29.48,1074.6,44.47,front
111.01,32.1,1074.94,41.89,front
105.55,35.94,34.48,42.08,front
107.93,33.8,32.67,40.36,front
108.55,33.66,40.29,40.58,front
104.72,35,40.12,39.88,front
107.05,36.4,74.66,39.75,front
103,38.39,41.46,39.15,front
102.36,36.82,42.79,37.91,front
102.29,36.62,37.81,37.67,front
102.41,36.82,73.68,36.75,front
99.72,38.96,55.51,35.77,front
99.81,42.36,45.19,35.72,front
97.92,39.3,49.28,35.19,front
97.22,42.08,61.68,35.46,front
96.13,40.72,63.21,34.48,front
95.81,40.8,66.57,34.12,front
95.06,41.82,63.36,33.54,front
94.37,42.74,70.74,33.22,front
94.13,43.83,68.94,32.81,front
95.91,44.57,70.86,32.03,front
92.7,45.46,70.24,32.37,front
94.27,46.55,76.82,31.6,front
93.57,45.82,70.6,32.79,front
93.25,46.6,71.06,31.33,front
90.24,47.43,77.15,32.16,front
89.15,49.37,69.82,31.84,front
87.79,50.17,70.65,86.34,front
86.56,49.83,84.59,34.05,front
89.71,51.36,69.36,84.85,front
85.99,52.22,70.43,83.28,front
89.62,52.58,78.59,83.93,front
86.56,54.94,75.72,82.79,front
85.65,55.68,67.46,82.14,front
83.71,57.78,66.61,80.99,front
82.72,56.59,77.84,81.06,front
84.66,56,82.23,79.58,front
81.38,57.15,66.73,77.44,front
82.3,58.8,76.14,77.86,front
158.42,59.69,65.09,77.79,front
159.78,60.16,74.92,75.51,front
82.99,62.9,59.36,75.34,front
81.65,64.02,103.28,75.92,front
79.07,64.16,101.86,74.87,front
78.39,64.28,101.35,73.75,front
158.9,62.59,68.97,71.64,front
153.07,64.94,68.22,70.79,front
151.56,63.51,68.53,71.3,front
150.98,64.75,64.99,68.73,front
75.34,65.47,63.31,70.8,front
155.77,68.14,61.44,70.21,front
74.94,66.79,57.94,69.75,front
149.79,69.73,56.58,68.56,front
147.97,68.22,55.71,67.66,front
146.78,71.06,54.32,67.13,front
152.69,72.54,52.6,66.15,front
142.83,71.77,52.19,65.21,front
146.15,67.35,52.58,66.22,front
99.03,82.09,50.61,65.67,front
142.22,82.21,51.46,63.6,front
139.13,83.73,50.29,62.66,front
140.98,75.5,49.37,62.1,front
137.43,79.32,1072.55,60.71,front
65.01,82.42,48.09,60.93,front
65.65,81.18,47.75,60.95,front
59.16,81.07,70.96,59.4,front
67.8,86.45,68.32,60.03,front
135.83,87.01,65.86,60.5,front
133.84,91.66,64.72,58.82,front
40.22,90.42,61.88,56.71,front
41.43,83.67,60.1,58.11,front
39.53,98.07,55.22,55.45,front
37.09,103.84,52.55,58.53,front
28.9,93.99,27.61,36.79,front
25.4,87.31,37.04,49.22,front
25.16,89.93,25.01,55.59,front
22.51,90.36,38.44,17.12,left
22.61,90.7,7.55,11.34,back
34.53,92.84,7.06,9.42,back
11.88,95.29,7.87,9.25,back
11.27,99.64,7.75,10.18,back
28.59,96.59,7.33,10.68,back
25.18,96.53,7.41,10.73,back
22.92,90.2,7.77,10.81,back
14.04,90.42,8.19,10.34,back
13.7,79.51,8.25,10.83,back
12.82,69.56,9.11,10.76,back
13.18,88.66,9.54,11.02,back
14.16,90.1,9.49,10.91,back
13.67,87.79,9.83,10.68,back
13.94,89.95,9.98,11.05,back
14.25,87.16,10.42,11.68,back
14.67,92.41,11.19,11.9,back
15.2,88.66,11.82,12.31,back
16.49,46.19,12.09,12.26,back
16.56,85.07,12.95,12.8,back
17.56,65.28,13.11,13.19,back
17.63,85.94,14.48,13.91,back
18.6,85.15,17.8,13.28,back
18.55,80.27,16.85,14.54,back
20.16,82.13,15.78,14.4,back
19.09,82.65,15.45,14.45,back
19.4,80.36,15.25,14.88,back
20.06,79.95,15.62,15.59,back
18.82,79.17,15.2,14.47,back
18.82,79.95,15.37,13.62,back
19.3,77.64,15.37,12.99,back
19.62,75.04,16.39,12.56,back
18.7,75.7,16.81,12.97,back
18.55,75.72,18.11,13.96,back
19.41,73.75,19.3,14.16,back
19.77,81.16,31.98,14.06,left
19.16,58.57,23.73,14.11,left
18.82,79.46,28.76,13.96,left
18.73,72.13,29.9,13.89,left
18.22,83.38,30.38,14.13,left
17.48,72.96,31.04,14.42,left
16.73,89.45,28.41,14.03,left
17.15,87.3,52.79,13.99,left
17.09,95.86,36.55,16.25,left
17.37,167.48,35.17,17.95,left
18.22,258.5,21.76,17.02,left
19.46,332.5,24.11,17.05,left
27.9,24.09,1072.05,15.61,left
24.53,23.04,1074.4,15.47,left
23.1,88.79,141.92,19.33,left
23.82,578.05,86.53,23.05,front
161.33,744.11,75.67,20.72,front
153.12,70.52,73.22,20.47,front
149.92,71.93,69.11,20.3,front
150.62,71.77,68.97,21.13,front
145.91,71.43,68.17,21.37,front
143,72.71,65.82,23.05,front
120.5,71.45,67.42,21.52,front
140.47,70.96,64.99,21.05,front
138.89,71.88,64.94,23.05,front
139.77,73.2,64.8,24.39,front
137.65,73.92,63.68,22.88,front
137.5,73.29,62.85,23.75,front
135.97,74.6,60.47,34.41,front
135.27,74.51,61.29,27.18,front
136.9,75.8,57.68,21.52,front
134.01,75.34,59.47,110.38,front
134.13,77.3,57.17,36.6,front
123.06,78.29,56.59,24.58,front
119.43,77.44,55.96,25.11,front
110.19,78.57,55.11,25.81,front
116.5,80.5,55.25,26.88,front
92.77,80.85,54.5,28.9,front
114.44,81.58,55.32,30.29,front
90.34,81.82,54.88,29.58,front
113.37,80.92,53.16,30.87,front
88.2,83.28,60.74,29.65,front
112,85.29,59.64,29.44,front
88.03,84.44,58.74,29.51,front
110.98,86.89,58.07,73.44,front
63.58,87.09,58.26,180.05,front
56.15,77.38,57.46,179.4,front
53.6,88.81,55.71,73.2,front
49.28,89.84,56.02,60.32,front
56.61,89.13,57.26,48.04,front
27.1,90.15,51.73,45.48,front
24.68,92.09,37.72,39.3,front
23.09,91.72,35.87,29.89,front
25.94,92.53,21.88,39.64,front
26.04,93.31,52.31,30.41,front
74.56,94.2,3.88,41.45,right
1075.42,98.16,1075.96,15.25,left
1078.04,98.86,3.52,9.33,back
116.48,97.8,2.41,8.53,back
1078.12,97.95,2.48,7.57,back
1078.45,97.73,3.38,8.82,back
132.29,96.49,4.17,9.42,back
115.63,95.01,5.25,9.83,back
1077.77,95.1,9.13,10.49,back
16.2,93.45,9.55,10.49,back
13.19,94.27,9.84,10.32,back
12.99,92.34,10.4,10.81,back
12.95,92.12,10.25,10.69,back
13.45,92.21,10.34,11.34,back
14.6,92.02,10.76,11.53,back
15.52,70.36,11.59,11.73,back
15.62,90.59,13.02,12.73,back
15.81,90.93,13.52,12.73,back
17.48,89.15,13.82,13.55,back
18.02,89.08,14.26,13.46,back
17.7,87.67,14.94,14.13,back
17.87,60.1,14.71,13.97,back
17.83,85.43,14.71,14.04,back
18.51,85.03,14.33,14.16,back
17.37,83.81,13.11,14.04,back
16.34,85.02,12.73,13.8,back
16.2,84.51,11.37,13.06,back
14.52,81.53,10.68,12.53,back
12.87,83.1,9.81,11.17,back
13.55,80.78,10.56,9.89,back
13.46,81.52,10.74,8.38,back
12.53,80.66,11.73,8.59,back
12.97,76.06,26.27,9.1,left
13.24,44.57,13.6,9.35,back
13.09,78.66,13.53,9.42,back
14.31,75.99,14.23,9.81,back
13.75,76.6,15.52,10.2,back
14.52,76.01,15.23,10.59,back
15.27,76.09,15.88,10.23,back
16.01,50.12,16.69,10.32,back
16.49,49.39,19.04,10.74,back
16.17,50.18,21.66,11.34,left
16.56,72.06,23.51,11.7,left
17.53,70.7,81.01,12.55,left
17.48,72.84,69.72,12.48,left
17.53,72.66,27.76,12.51,left
17.75,72.39,70.8,13.18,left
17.41,121.64,26.16,13.8,left
16.54,119.77,59.82,14.62,left
16.44,85.09,58.16,15.03,left
16.12,143.5,55.93,15.61,left
16.61,142.55,31.03,16.47,left
16.76,120.09,27.95,14.65,left
18.28,84.64,26.45,13.46,left
25.59,147.25,25.67,13.33,left
23.1,722.42,23.6,13.16,left
45.17,535.45,23.39,11.59,left
30.67,90.93,23.12,12.41,left
27.27,83.3,23.53,12.73,left
26.08,83.81,24.62,14.04,left
25.69,81.8,25.23,14.23,left
24.68,83.42,106.01,14.6,left
24.29,82.42,70.09,14.04,left
23.9,82.06,67.25,15.69,left
23.87,87.07,67.58,13.8,left
24.55,131.12,65.74,14.62,left
24.12,61.42,64.14,23.24,front
24.68,464.2,64.57,17.82,left
35,119.37,65.04,21.08,front
100.45,61.51,65.59,21.91,front
67.22,74.22,64.21,20.88,front
66.32,685.51,63.82,20.89,front
64.36,155.98,63.44,22.24,front
63.56,240.81,64.43,24.17,front
62.88,331.84,140.11,21.74,front
62.42,110.26,138.91,21.76,front
61.44,132.35,138.79,21.2,front
60.38,96.95,138.01,22.46,front
59.86,95.98,136.32,22.02,front
59.11,186.63,136.58,22.83,front
58.72,83.22,135.22,25.11,front
57.78,179.2,134.33,24.68,front
56.68,98.99,133.72,24.12,front
56.25,100.66,134.84,24.09,front
55.64,76.87,133.43,23.82,front
54.93,102.31,132.63,23.44,front
54.21,101.17,131.29,22.98,front
53.23,100.64,131.44,22.76,front
52.85,60.25,130.63,22.34,front
52.26,104.16,131.22,22.12,front
51.19,104.99,129.01,21.83,front
50.64,106.45,130.05,21.49,front
50.12,105.23,129.4,21.25,front
49.32,107.92,127.65,20.38,front
48.14,106.85,128.15,20.11,front
47.33,107.95,125.94,20.11,front
46.9,109.19,75.51,20.04,front
46.17,110.36,125.73,19.89,left
45.29,173.38,124.27,19.09,left
43.72,112.3,43.67,18.89,left
43.18,96.49,35.89,19.23,left
43.54,96.92,35.65,19.35,left
43.15,97.84,31.08,18.6,left
44.54,91.53,30.84,19.75,left
21.56,99.79,31.08,20.52,front
18.09,92.84,25.77,21.83,left
16.81,66.93,54.89,21.85,left
15.27,93.42,1072.24,13.19,left
10.61,89.68,1074.98,7.67,left
8.35,99.91,254.78,6.56,left
6.99,102.87,1075.23,5.56,left
6.31,27.05,94.45,5.25,left
6.82,416.59,92.36,3.94,left
7.53,23.99,94.1,4.1,left
15.54,28.88,93.5,3.81,left
12.95,22.03,90.71,4.03,left
13.16,23.87,90.93,5.66,left
83.06,21.27,66.96,23.39,front
94.77,20.37,67.9,24.7,front
36.45,20.4,67.39,32.3,front
36.26,20.65,93.94,35.87,front
39.64,20.72,90.44,39.9,front
38.47,21.44,43.61,42.3,front
35.58,21.76,42.38,31.94,front
36.38,22.59,42.31,48.81,front
39.25,23.24,42.98,251.36,front
39.05,23.77,413.88,910.95,front
42.91,25.81,40.24,66.71,front
47.75,26.76,38.17,62.78,front
48.45,27.15,40.65,56.29,front
43.89,27.68,1072.38,246.43,front
81.63,30.19,39.41,69.16,front
80.6,30.31,43.96,32.03,front
79.73,30.89,1073.57,31.79,front
77.21,33.47,37.81,32.25,front
77.06,33.63,39.02,31.37,front
76.52,34.15,39.53,30.52,front
76.16,34.68,38.11,141.9,front
75.6,35.38,37.11,211.68,front
41.68,36.09,1072.38,25.13,front
72.74,38.93,35.48,28.1,front
42.26,39.02,37.79,27.08,front
71.71,39.46,35.33,29.22,front
70.82,39.93,39.12,25.89,front
70.96,40.61,1072.24,26.01,front
55.44,42.08,32.01,24.33,front
68.22,43.38,31.67,22.47,front
66.67,43.98,31.72,22.56,front
66.88,44.54,31.04,21.2,front
66.57,45.22,30.29,20.4,front
65.65,46.02,30.82,19.06,left
64.99,46.82,36.07,19.7,left
63.89,47.5,28.34,18.17,left
63.89,48.11,30.6,20.89,front
63.65,49.03,28.34,25.36,front
63.51,50.75,27.73,29.8,front
29.12,51.17,28.51,23.55,front
62.8,51.94,209.44,61.29,front
29.38,66.11,103.87,32.25,front
27.52,55.47,210.7,25.94,front
61.47,67.15,209.54,28.76,front
61.22,67.18,211.41,28.17,front
60.72,67.18,160.07,28.82,front
60.15,68.37,152.13,27.23,front
60.04,67.23,160.28,28.68,front
58.72,69.8,277.27,30.87,front
58.31,69.09,208.3,36.3,front
57.75,71.09,180.95,26.16,front
57.53,71.57,77.18,26.79,front
56.53,72.44,63.56,26.81,front
54.15,71.5,60.35,52.11,front
43.21,73.85,36.58,52.51,front
37.74,72.18,43.4,36.87,front
36.87,74.78,65.59,24.17,front
25.74,75.92,14.13,22.56,right
14.04,77.09,11.56,10.61,back
14.16,76.94,9.23,8.48,back
12.97,77.32,9.62,9.84,back
34.51,77.81,14.89,10.3,back
36.72,77.81,9.4,11.46,back
167.38,76.87,19.75,11.49,back
16.34,76.38,10.98,11.27,back
14.35,58.04,10.37,10.32,back
16.39,75.85,28.93,9.62,left
16.34,76.3,10.76,10.17,back
15.76,75,26.54,10.76,left
16.88,76.11,23.1,10.76,left
13.19,75.17,21.1,10.85,left
12.41,74.68,28.22,10.56,left
12.26,74.68,19.58,11.08,back
11.27,78.78,95,12.67,left
11.03,77.35,94.3,14.62,left
10.68,77.08,95.51,14.33,left
10.17,80,97.05,14.76,left
10.54,38.22,97.12,15.33,left
10.61,38.34,86.58,15.56,left
10.69,44.47,95.39,15.62,left
11.46,125.34,95.8,9.81,left
20.48,126.06,96.58,8.09,left
37.2,126.48,96.05,7.55,left
10.91,128.57,95.57,6.97,left
18.39,319.48,54.59,7.26,left
17.26,40.9,51.8,7.67,left
14.23,38.69,50.8,7.02,left
11.03,40.24,50.12,7.24,left
13.46,38.44,49.88,8.59,left
9.35,737.1,54.96,11.56,left
11.76,32.05,53.72,11.34,left
11.59,60.28,54.18,13.84,left
12.19,57.95,54.64,13.91,left
13.62,57.38,55.74,17.99,left
15.74,58.92,55.66,17.82,left
17.46,57.68,71.83,17.75,left
20.38,57.85,71.45,17.95,left
21.08,58.11,71.83,17.61,left
21.62,61.18,71.64,16.39,left
22.7,722.52,35.53,16.39,left
21.81,202.05,124.19,14.89,left
22.53,202.91,124.07,13.89,left
27.18,397,123.71,12.02,left
25.18,84.52,121.58,10.74,left
23.8,135.73,76.11,11.66,left
32.79,99.01,111.23,20.4,front
41.94,100.52,1073.81,48.03,front
40.15,104.36,1075.03,38.08,front
41.97,97.17,1074.91,36.31,front
39.39,97.41,37.83,34.82,front
39.12,98.52,1074.38,32.81,front
38.3,99.42,30.48,32.37,front
39.76,101.17,30.26,31.94,front
118.9,85.94,34.46,31.84,front
120.21,105.93,59.04,31.82,front
116.57,106.1,57.17,31.76,front
117.78,103.19,57.32,30.89,front
40.68,117.56,58.09,30.87,front
39.34,117.47,56.25,30.19,front
44.39,121.72,56.95,30.62,front
37.86,122.33,54.88,29.38,front
37.74,111.33,54.67,35.58,front
37.03,111.72,55.15,32.96,front
36.52,113.41,53.5,103.9,front
37.79,63.38,53.23,107.17,front
36.52,115.09,53.53,119.26,front
115.09,102.22,52.72,106.3,front
32.18,111.5,51.95,102.83,front
32.08,117.95,52.73,106.06,front
32.45,72.15,51.65,95.1,front
29.77,114.36,50.46,104.02,front
30.16,112.06,50.8,31.62,front
32.76,117.91,49.9,31.65,front
26.1,117.49,48.79,29.73,front
27.97,119.63,48.37,24.39,front
106.13,124.05,48.18,23.24,front
109.84,76.47,47.4,22.97,front
105.49,122.64,47.65,127.21,front
106.05,125.05,46.8,121.58,front
106,125.19,46.31,108.02,front
106.08,138.69,45.65,96.87,front
106.85,128.2,45.29,103.7,front
105.66,79.53,44.44,100.22,front
102.49,81.31,44.4,100.44,front
100.3,80.39,43.52,100.71,front
105.3,138.62,42.96,100.03,front
100.73,81.41,42.52,71.38,front
103.63,83.93,42.52,58.29,front
58.65,148.21,41.53,97.58,front
40.48,136.05,41.53,45.83,front
34.61,136.8,41.17,43.1,front
33.22,111.69,40.09,35.94,front
24.6,138.36,25.38,30.52,front
19.19,59.01,15.98,20.62,right
18.97,140.4,10.59,14.81,back
12.48,61.44,10.59,12.46,back
14.71,494.36,7.26,13.33,back
16.18,47.46,6.8,13.7,back
15.9,581.21,6.63,13.18,back
15.52,143.77,5.95,11.82,back
15.62,147.63,6.17,10.49,back
15.32,140.11,6.34,8.62,back
15.74,142.46,6.1,7.74,back
15.52,139.77,6.73,8.45,back
15.69,139.76,7.38,9.74,back
16.76,139.35,7.53,10.68,back
17.75,74.49,7.48,10.9,back
16.49,140.28,8.45,10.68,back
18.67,39.53,9.1,10.37,back
19.19,135.71,9.59,10.59,back
16.54,135.83,10.73,11.59,back
16.88,134.69,10.74,11.8,back
16.83,134.71,10.83,12.05,back
17.8,139.86,11.59,11.97,back
22.25,139.86,11.82,12.39,back
18.34,134.98,12.97,12.21,back
19.53,138.41,13.63,11.68,back
20.65,138.19,14.45,12.24,back
21.37,138.07,25.26,12.44,left
20.04,126.97,25.87,11.92,left
21.4,130.73,22.73,11.1,left
20.23,129.51,21.34,10.63,left
18.24,127.77,16.97,10.18,back
16.44,117.62,17.24,10.32,back
14.09,263.06,18.11,9.89,back
13.77,74.78,18.73,9.84,back
13.46,315.37,25.4,8.42,left
11.97,106,29.17,8.69,left
12.38,175.49,35.53,7.19,left
12.16,287.45,22.25,7.53,left
11.83,68.37,21.79,7.28,left
11.17,47.29,20.89,6.56,left
10.76,67.88,20.37,11.46,left
10.05,65.6,20.52,6.48,left
9.62,64.18,20.09,9.89,left
9.13,63.97,18.8,10.91,back
9.13,64.18,18.24,10.54,back
8.87,63.6,18.58,10.69,back
8.81,63.02,18.67,9.3,back
8.76,63.89,31.65,8.06,left
9.25,63.22,212.76,6.34,left
9.47,61.88,26.2,6.34,left
10.59,45.68,25.11,5.49,left
13.84,41.45,13.91,5.24,back
12.41,43.38,25.33,5.41,left
14.67,63.21,19.74,5.88,back
11.25,50.9,14.81,6.83,back
11.14,61.97,16.97,7.57,back
10.76,65.57,16.05,8.6,back
10.85,63.5,16.69,9.89,back
11.56,57.49,16.66,10.68,back
11.8,63.87,17.19,11.92,back
13.24,64.53,15.05,11.9,back
13.7,65.14,14.18,11.49,back
14.71,62.1,20.16,11.12,left
12.63,64.36,10.18,10.1,back
12.6,63.58,8.99,8.64,back
11.66,55.76,8.64,5.88,back
11.8,60.03,8.87,4.71,back
12.87,62.78,8.02,2.77,back
1075.68,63.17,7.84,4.69,back
5.9,60.3,6.9,5.7,back
5.73,61.06,7.31,5.85,back
5.88,57.31,7.21,6.41,back
5.78,56.32,7.57,6.7,back
5.78,53.75,7.6,7.28,back
5.61,58.43,8.38,8.38,back
6.34,54.86,9.67,6.68,back
6.97,58,18.09,7.74,back
7.04,57.82,19.45,11.54,back
8.04,58.57,12.46,8.91,back
8.26,54.89,24.67,8.91,left
8.91,114.41,78.45,14.03,left
9.03,91.87,77.54,13.94,left
8.76,100.78,16.2,14.03,back
7.57,110.06,25.69,14.77,left
7.34,87.35,26.03,13.4,left
6.68,86.02,27.46,12.95,left
5.85,98.72,14.04,11.32,back
4.95,111.33,12.77,10.46,back
3.74,90.1,10.74,6.89,back
2.91,95.71,9.11,3.96,back
2.82,89.56,8.67,3.25,back
2.99,70.8,8.62,5.41,back
2.98,105.08,9.42,3.25,back
2.92,75.36,10.13,7.04,back
2.92,89.95,9.66,2.92,back
2.55,74.94,8.31,2.09,back
2.41,86.77,8.91,2.69,back
2.53,105.35,9.16,2.18,back
2.55,87.72,8.91,2.75,back
2.45,85.85,8.04,3.4,back
2.48,83.67,9.03,4.88,back
3.04,83.38,9.61,7.09,back
3.55,81.89,10.32,8.62,back
4.11,81.58,11.49,8.99,back
4.76,99.86,12.02,10.2,back
5.13,81.46,12.77,10.98,back
5.56,77.96,13.87,11.48,back
6.46,75.38,13.99,12.16,back
6.02,77.59,14.33,11.61,back
5.97,74.94,13.33,11.7,back
6.05,73.37,13.53,11.46,back
5.97,76.11,14.18,11.31,back
6.48,73.42,14.42,11.53,back
6.05,75.45,13.75,11.08,back
5.85,77.25,13.63,10.83,back
6.14,69.36,13.58,10.52,back
5.85,69.33,13.77,10.85,back
6.38,70.3,14.18,12.16,back
7.09,66.22,15.25,12.55,back
8.06,65.31,16.27,12.27,back
8.11,65.67,16.69,13.6,back
8.31,64.09,22.51,14.89,left
8.98,65.11,26.83,16.44,left
9.62,65.74,25.77,15.67,left
9.2,64.23,28.75,14.48,left
7.41,63.65,22.59,12.56,left
7.12,64.14,19.24,10.76,back
7.68,61.18,20.98,9.13,left
7.12,61.73,20.81,7.63,left
6.49,56.17,21.62,8.59,left
5.41,71.38,18.84,8.67,back
3.52,64.52,18.8,4.25,back
2.52,64.29,20.01,2.53,left
2.13,61.68,29.41,2.18,left
2.31,62.85,1071.92,2.38,left
1.97,73.52,38.83,2.75,left
2.06,73.93,39.15,2.96,left
2.48,73.61,32.05,3.32,left
2.48,84.46,32.52,3.77,left
2.67,75.17,38.51,58.16,left
2.55,21.01,34.05,4.74,left
3.2,19.94,31.84,43.33,left
3.32,23.44,31.89,4.03,left
3.64,113.63,31.94,3.71,left
4.54,24.17,22.08,4.66,left
5.03,23.38,20.4,43.27,left
4.88,23.9,19.48,42.59,right
8.59,22.95,23.38,41.74,left
4.91,23.38,18.87,48.67,right
3.62,23.51,19.4,3.26,back
3.2,23.44,17.27,114.85,right
2.55,23.02,16.75,2.96,back
2.26,22.88,19.06,9.11,back
2.24,22.9,6.38,5.37,back
2.67,74.87,8.35,4.9,back
2.16,23.44,7.17,6.53,back
2.53,23.46,6.41,9.3,back
3.32,23.94,90.3,9.13,left
4.3,23.05,1071.7,8.74,left
3.42,71.5,5.34,8.11,back
2.98,71.72,7.67,8.76,back
2.92,72.06,8.38,7.97,back
2.89,72.88,78.08,7.38,left
3.52,71.83,76.21,8.74,left
3.26,72,82.57,7.51,left
3.03,72.59,81.45,6.44,left
2.87,73.36,81.72,5.56,left
2.67,72.66,70.04,4.71,left
2.35,67.73,69.56,5.19,left
2.33,74.6,81.87,5.02,left
2.7,29.97,68.66,4.17,left
2.77,30.18,59.86,4.62,left
2.6,30.55,66.57,5.03,left
3.2,28.73,65.28,7.46,left
3.32,30.33,65.54,7.87,left
4.49,32.73,64.69,277.27,left
4.76,31.47,63.94,5.24,left
5.78,29.19,25.87,3.62,left
7.24,29.31,24.02,3.91,left
9.35,154.48,21.68,4.88,left
17.46,153.9,21.27,6.24,left
19.24,155.11,20.25,7.7,left
66.78,80.94,21.3,9.45,left
30.55,79.42,21.76,10.63,left
15.98,78.74,25.6,11.97,left
19.04,78.56,70.65,12.34,left
19.91,79.29,19.38,11.95,back
76.94,79,24.17,10.63,left
22.54,78.25,69.58,9.81,left
20.11,79.1,68.71,8.81,left
14.67,61.8,67.25,8.4,left
13.35,79.56,67.37,8.02,left
14.45,81.79,26.74,8.18,left
33.37,42.16,28.73,8.64,left
18.77,39.41,29.51,8.53,left
19.48,38.76,66.71,8.4,left
19.24,38.34,1071.82,9.69,left
39.61,39.58,1074.88,11.56,left
28.99,87.52,161.47,14.65,left
28.73,86.67,160.12,15.37,left
34.09,54.47,159.6,16.76,left
40.77,85.63,150.77,43.79,front
39.75,85.1,149.69,42.47,front
42.59,71.01,149.19,43.15,front
45.37,70.79,149.33,42.81,front
50.24,71.43,150.04,42.08,front
160.72,70.7,147.85,36.82,front
45.53,70.14,148.58,36.96,front
166.86,69.79,146.63,35.75,front
252.43,70.63,146.69,35.02,front
159.27,71.42,77.72,35.11,front
153.41,70.65,74.75,71.74,front
193.51,71.54,74.02,34.68,front
151.62,72.51,73.44,34.6,front
153.43,72.59,72.39,34.05,front
45.83,72.71,70.65,33.25,front
88.09,74.15,72.3,33.1,front
147.1,74.07,71.11,34.65,front
50.17,74.46,69.92,34.66,front
45.32,54.38,70.99,38.57,front
41.43,76.35,70.21,31.72,front
27.76,76.72,69.58,30.58,front
42.18,76.25,69.04,32.96,front
21.47,76.86,68.56,34.19,front
21.9,66.1,64.53,32.47,front
21.95,79.44,60.96,32.23,front
22.46,80.14,61.01,32.52,front
21.1,73.92,61.39,30.75,front
20.6,81.21,60.79,29.04,front
21.74,82.72,65.38,30.06,front
22.87,83.45,65.25,23.12,front
22.73,83.71,64.29,22.88,front
22.88,71.74,63.94,36.81,front
129.06,55.32,62.66,37.3,front
132.35,85.56,61.95,38.4,front
135.64,88.15,60.79,39.34,front
130.76,87.58,60.57,35.55,front
129.54,87.92,58.82,44.22,front
122.28,90.17,57.95,42.38,front
123.56,91.6,58.11,41.02,front
66.28,91.05,57.87,29.29,front
121.58,92.31,56.71,31.01,front
121.91,92.38,55.9,30.02,front
119.54,95.08,56.88,29.82,front
122.52,96.34,56.15,29.44,front
62.31,95.13,56.02,39.47,front
60.5,95.59,51.1,39.47,front
39.59,97.09,38.18,39.64,front
41,97.53,36.13,40.04,front
38.66,100.27,35.58,96.07,front
26.55,99.45,18.58,38.18,right
24.06,103.24,15.03,25.13,right
21.32,101.22,11.8,16.83,back
19.53,101.35,10.63,26.03,right
30.09,101.56,10.68,26.38,right
14.48,102.71,10.68,29.95,right
11.88,85.71,10.03,12.56,back
12.41,83.79,9.32,24.82,right
11.73,101,8.42,12.21,back
10.91,84.27,8.33,24.38,right
10.59,99.3,9.1,25.77,right
10.61,85.2,9.88,31.89,right
10.42,90.24,10.74,27.8,right
9.83,98.67,17.09,25.52,right
9.76,99.59,13.74,24.77,right
10.39,88.28,14.71,35.75,right
10.32,88.16,14.3,33.97,right
10.42,87.81,14.18,34.26,right
10.49,87.01,14.18,37.32,right
10.39,61.17,14.91,75.02,right
10.59,99.86,10.63,72.71,right
15.84,76.41,8.06,36.62,right
16.73,84.35,6.21,33.08,right
14.67,113.2,5.39,33.05,right
73.52,48.03,5.05,32.91,right
72.78,46.9,4.76,35.05,right
71.74,46.19,4.98,22.87,right
72.1,44.61,6.26,69.14,right
70.45,42.19,6.89,223.91,right
36.82,41.87,8.02,67.9,right
35.16,42.14,9.47,63.82,right
30.94,41.58,39.66,129.18,front
25.31,41.51,29.95,55.95,front
26.2,41.72,28.17,55.23,front
40.72,41.91,72.22,69.04,front
70.45,41.94,71.43,69.65,front
31.11,43.52,29.29,98.14,front
27.54,43.32,26.45,97.5,front
34.61,43.33,33.44,96.71,front
69.68,44.9,30.8,88.57,front
34.44,45.12,66.44,65.28,front
68.37,45.97,65.89,64.87,front
29.94,46.09,35.53,95.93,front
34.97,46.67,64.87,65.54,front
22.98,46.84,64.72,66.11,front
22.92,47.82,32.23,94.49,front
23.12,48.4,29.89,93.7,front
22.47,48.6,62.24,67,front
64.4,50.03,32.03,93.48,front
64.52,49.93,62.08,66.35,front
25.4,51.17,60.79,66.81,front
18.55,51.53,60.54,69.56,left
16.49,52.85,60.74,71.09,left
16.34,51.87,59.08,91.27,left
16.68,53.02,59.14,90.75,left
17.83,53.33,58.6,67.68,left
20.38,53.04,58.75,91.17,front
59.64,53.58,57.68,91.09,front
58.87,53.43,57.72,93.02,front
58.26,54.08,58.5,15.73,left
58.24,53.75,58.46,98.43,front
57.24,53.69,59.08,11.14,left
56.9,54.25,57.55,10.3,left
56.39,54.6,62.68,13.11,left
56.1,54.72,57,15.03,left
56.51,54.3,1071.99,175.54,front
24.75,56.42,1074.47,54.86,front
25.89,54.67,9.42,53.6,right
26.91,54.89,1073.57,53.67,front
31.09,57.89,1074.47,52.94,front
25.76,60.01,1074.54,51.65,front
54.52,61.97,1074.64,51.17,front
53.26,62.88,1074.74,49.67,front
52.22,65.21,128.83,48.98,front
52.36,66.01,127.65,48.25,front
51.88,64.38,127.62,48.18,front
52.5,65.74,126.68,26.91,front
52.11,66.32,127.01,22.37,front
66.88,69.16,125.87,22.73,front
51,119.77,126.51,23.09,front
